,UserId,Gender,DateOfBirth,age
133,987,1,2007-12-01 00:00:00.000,0.334828102
134,2016,2,,0.179481363
135,1792,1,2008-08-01 00:00:00.000,0.310911809
136,1373,1,2008-06-01 00:00:00.000,0.307922272
137,3512,0,,0.179481363
138,4420,1,,0.179481363
139,3307,0,,0.179481363
140,2215,2,,0.179481363
141,3717,1,2008-05-01 00:00:00.000,0.306427504
142,94,1,2008-01-01 00:00:00.000,0.30044843
143,4577,0,,0.179481363
144,5977,0,,0.179481363
145,1071,2,2008-01-01 00:00:00.000,0.30044843
146,4650,0,,0.179481363
147,3931,0,,0.179481363
148,1821,0,,0.179481363
149,2482,1,2007-12-01 00:00:00.000,0.334828102
150,5962,0,,0.179481363
151,2368,2,,0.179481363
152,3506,0,,0.179481363
153,401,1,2007-09-01 00:00:00.000,0.330343797
154,3402,2,2007-10-01 00:00:00.000,0.331838565
155,2438,1,2006-07-01 00:00:00.000,0.34529148
156,4721,1,2007-10-01 00:00:00.000,0.331838565
157,5591,2,2007-09-01 00:00:00.000,0.330343797
158,2887,1,2007-12-01 00:00:00.000,0.334828102
159,5285,2,2008-01-01 00:00:00.000,0.30044843
160,3139,0,,0.179481363
161,4197,0,,0.179481363
162,1326,0,,0.179481363
163,199,0,,0.179481363
164,2113,0,,0.179481363
165,5669,0,,0.179481363
166,380,1,,0.179481363
167,5288,2,2007-11-01 00:00:00.000,0.333333333
168,341,0,,0.179481363
169,4450,2,,0.179481363
170,5373,0,,0.179481363
171,2144,0,,0.179481363
172,1877,2,2008-05-01 00:00:00.000,0.306427504
173,4739,0,,0.179481363
174,2664,0,,0.179481363
175,6049,1,2007-10-01 00:00:00.000,0.331838565
176,4091,0,,0.179481363
177,4043,0,,0.179481363
178,1078,0,,0.179481363
179,1249,2,,0.179481363
180,3383,0,,0.179481363
181,865,1,2008-08-01 00:00:00.000,0.310911809
182,4099,2,2007-12-01 00:00:00.000,0.334828102
183,5298,1,2008-03-01 00:00:00.000,0.303437967
184,5778,0,,0.179481363
185,6108,0,,0.179481363
186,4847,2,2008-04-01 00:00:00.000,0.304932735
187,4360,2,,0.179481363
188,4825,0,,0.179481363
189,3395,1,2008-08-01 00:00:00.000,0.310911809
190,4424,0,,0.179481363
191,5123,0,,0.179481363
192,1806,1,2007-11-01 00:00:00.000,0.333333333
193,766,1,2008-06-01 00:00:00.000,0.307922272
194,5250,1,2007-12-01 00:00:00.000,0.334828102
195,242,2,2008-02-01 00:00:00.000,0.301943199
196,1145,2,,0.179481363
197,2790,2,2008-01-01 00:00:00.000,0.30044843
198,5184,2,2008-02-01 00:00:00.000,0.301943199
199,874,0,,0.179481363
200,5023,0,,0.179481363
201,5548,1,,0.179481363
202,160,1,2008-08-01 00:00:00.000,0.310911809
203,3058,0,,0.179481363
204,2343,0,,0.179481363
205,3037,0,,0.179481363
206,1648,2,2008-08-01 00:00:00.000,0.310911809
207,2793,1,2008-03-01 00:00:00.000,0.303437967
208,863,2,,0.179481363
209,3073,1,,0.179481363
210,1881,0,,0.179481363
211,1196,1,,0.179481363
212,3075,1,,0.179481363
213,3777,0,,0.179481363
214,2665,2,2007-09-01 00:00:00.000,0.330343797
215,60,0,,0.179481363
216,5004,0,,0.179481363
217,4678,1,2008-04-01 00:00:00.000,0.304932735
218,2576,2,2008-03-01 00:00:00.000,0.303437967
219,4753,2,,0.179481363
220,5899,0,,0.179481363
221,1527,0,,0.179481363
222,2600,0,,0.179481363
223,4625,0,,0.179481363
224,2841,2,2007-10-01 00:00:00.000,0.331838565
225,5104,1,2008-04-01 00:00:00.000,0.304932735
226,1394,1,2008-05-01 00:00:00.000,0.306427504
227,1397,2,2008-08-01 00:00:00.000,0.310911809
228,2780,1,2008-01-01 00:00:00.000,0.30044843
229,2830,0,,0.179481363
230,4912,2,2007-12-01 00:00:00.000,0.334828102
231,823,2,2007-09-01 00:00:00.000,0.330343797
232,5683,2,2008-03-01 00:00:00.000,0.303437967
233,3969,0,,0.179481363
234,5088,0,,0.179481363
235,4888,0,,0.179481363
236,2714,1,,0.179481363
237,363,1,2008-06-01 00:00:00.000,0.307922272
238,244,2,2007-09-01 00:00:00.000,0.330343797
239,499,0,,0.179481363
240,5771,2,,0.179481363
241,2083,1,2007-12-01 00:00:00.000,0.334828102
242,5395,1,2007-11-01 00:00:00.000,0.333333333
243,741,2,2007-10-01 00:00:00.000,0.331838565
244,5406,0,,0.179481363
245,2419,2,2008-05-01 00:00:00.000,0.306427504
246,5653,0,2007-12-01 00:00:00.000,0.334828102
247,5111,2,2008-04-01 00:00:00.000,0.304932735
248,1367,1,,0.179481363
249,4854,0,,0.179481363
250,5937,2,,0.179481363
251,3991,0,,0.179481363
252,628,1,,0.179481363
253,2773,1,2008-08-01 00:00:00.000,0.310911809
254,1380,2,2007-12-01 00:00:00.000,0.334828102
255,1691,0,,0.179481363
256,5646,0,,0.179481363
257,5240,0,,0.179481363
258,764,0,,0.179481363
259,4154,2,2008-08-01 00:00:00.000,0.310911809
260,3314,2,2008-07-01 00:00:00.000,0.30941704
261,4356,1,2008-01-01 00:00:00.000,0.30044843
262,4688,0,,0.179481363
263,5529,2,2008-03-01 00:00:00.000,0.303437967
264,5070,0,,0.179481363
265,1013,2,2008-02-01 00:00:00.000,0.301943199
266,600,0,,0.179481363
267,4529,0,,0.179481363
268,3932,1,2007-12-01 00:00:00.000,0.334828102
269,5619,2,2007-10-01 00:00:00.000,0.331838565
270,4468,1,2008-08-01 00:00:00.000,0.310911809
271,3363,0,,0.179481363
272,4663,2,2007-12-01 00:00:00.000,0.334828102
273,455,0,,0.179481363
274,684,1,,0.179481363
275,4693,0,,0.179481363
276,2913,1,2008-08-01 00:00:00.000,0.310911809
277,2153,1,2008-06-01 00:00:00.000,0.307922272
278,4119,0,,0.179481363
279,3793,1,2008-08-01 00:00:00.000,0.310911809
280,3387,1,,0.179481363
281,3142,0,,0.179481363
282,583,1,2007-10-01 00:00:00.000,0.331838565
283,5883,1,2006-09-01 00:00:00.000,0.348281016
284,1254,2,2008-05-01 00:00:00.000,0.306427504
285,3103,1,2008-07-01 00:00:00.000,0.30941704
286,1643,0,,0.179481363
287,3273,2,2008-04-01 00:00:00.000,0.304932735
288,1871,1,2008-03-01 00:00:00.000,0.303437967
289,4179,1,2007-12-01 00:00:00.000,0.334828102
290,2557,1,,0.179481363
291,3119,2,2008-04-01 00:00:00.000,0.304932735
292,1306,1,2008-01-01 00:00:00.000,0.30044843
293,4069,0,,0.179481363
294,4230,0,,0.179481363
295,2532,1,,0.179481363
296,142,2,2008-05-01 00:00:00.000,0.306427504
297,4002,1,2008-07-01 00:00:00.000,0.30941704
298,2698,0,,0.179481363
299,1794,0,,0.179481363
300,399,0,,0.179481363
301,6083,0,,0.179481363
302,2558,0,,0.179481363
303,2737,2,,0.179481363
304,4231,0,,0.179481363
305,5514,0,,0.179481363
306,3757,0,,0.179481363
307,1855,0,,0.179481363
308,2915,0,,0.179481363
309,1420,2,2008-01-01 00:00:00.000,0.30044843
310,5486,0,,0.179481363
311,3710,0,,0.179481363
312,2303,2,2008-05-01 00:00:00.000,0.306427504
313,109,0,,0.179481363
314,2624,2,2007-09-01 00:00:00.000,0.330343797
315,5624,2,2008-02-01 00:00:00.000,0.301943199
316,4860,1,2008-03-01 00:00:00.000,0.303437967
317,4032,0,,0.179481363
318,515,1,2008-06-01 00:00:00.000,0.307922272
319,351,1,2008-03-01 00:00:00.000,0.303437967
320,3505,2,2007-09-01 00:00:00.000,0.330343797
321,4344,0,,0.179481363
322,1139,2,2008-07-01 00:00:00.000,0.30941704
323,682,0,,0.179481363
324,4827,1,2007-09-01 00:00:00.000,0.330343797
325,1735,0,,0.179481363
326,1674,1,2007-09-01 00:00:00.000,0.330343797
327,714,2,2007-09-01 00:00:00.000,0.330343797
328,1158,0,,0.179481363
329,2238,2,,0.179481363
330,5286,0,,0.179481363
331,1864,0,,0.179481363
332,4996,0,,0.179481363
333,5685,0,,0.179481363
334,3504,2,2007-04-01 00:00:00.000,0.322869955
335,945,0,,0.179481363
336,1127,0,,0.179481363
337,5764,2,,0.179481363
338,3249,0,,0.179481363
339,5706,0,,0.179481363
340,1630,0,,0.179481363
341,3604,2,2007-12-01 00:00:00.000,0.334828102
342,4671,2,2008-04-01 00:00:00.000,0.304932735
343,3242,0,,0.179481363
344,1655,0,,0.179481363
345,5966,0,,0.179481363
346,3267,1,2007-10-01 00:00:00.000,0.331838565
347,2524,1,2008-07-01 00:00:00.000,0.30941704
348,1767,0,,0.179481363
349,665,1,2008-03-01 00:00:00.000,0.303437967
350,1323,1,,0.179481363
351,573,1,,0.179481363
352,2362,2,,0.179481363
353,5303,0,,0.179481363
354,1849,0,,0.179481363
355,638,0,,0.179481363
356,1953,0,,0.179481363
357,4640,1,2008-02-01 00:00:00.000,0.301943199
358,5888,0,,0.179481363
359,1047,1,2007-12-01 00:00:00.000,0.334828102
360,3564,1,2007-12-01 00:00:00.000,0.334828102
361,3203,0,,0.179481363
362,2929,2,2008-08-01 00:00:00.000,0.310911809
363,3049,0,,0.179481363
364,4852,1,,0.179481363
365,929,0,,0.179481363
366,3514,0,,0.179481363
367,5919,2,2007-10-01 00:00:00.000,0.331838565
368,2453,1,2007-12-01 00:00:00.000,0.334828102
369,4937,2,,0.179481363
370,127,0,,0.179481363
371,4444,0,,0.179481363
372,3983,0,,0.179481363
373,4714,1,2007-11-01 00:00:00.000,0.333333333
374,2754,1,,0.179481363
375,2812,0,,0.179481363
376,4915,0,,0.179481363
377,5507,2,2007-11-01 00:00:00.000,0.333333333
378,3072,0,,0.179481363
379,5971,2,2008-01-01 00:00:00.000,0.30044843
380,4265,0,,0.179481363
381,2892,2,,0.179481363
382,105,2,,0.179481363
383,5302,2,2008-05-01 00:00:00.000,0.306427504
384,1882,2,,0.179481363
385,872,1,2007-12-01 00:00:00.000,0.334828102
386,2213,2,,0.179481363
387,4934,0,,0.179481363
388,762,0,,0.179481363
389,3469,2,2007-12-01 00:00:00.000,0.334828102
390,2099,1,2008-02-01 00:00:00.000,0.301943199
391,5073,2,,0.179481363
392,3374,1,2008-08-01 00:00:00.000,0.310911809
393,6,0,,0.179481363
394,6093,2,2008-03-01 00:00:00.000,0.303437967
395,2879,2,2007-10-01 00:00:00.000,0.331838565
396,1028,0,,0.179481363
397,932,0,,0.179481363
398,1657,0,,0.179481363
399,1105,2,,0.179481363
400,5908,1,2008-06-01 00:00:00.000,0.307922272
401,2255,0,,0.179481363
402,2484,1,2008-08-01 00:00:00.000,0.310911809
403,5812,3,,0.179481363
404,4710,1,2007-10-01 00:00:00.000,0.331838565
405,3880,1,2008-04-01 00:00:00.000,0.304932735
406,4112,1,2008-02-01 00:00:00.000,0.301943199
407,6004,2,2007-12-01 00:00:00.000,0.334828102
408,469,2,2008-06-01 00:00:00.000,0.307922272
409,756,0,,0.179481363
410,3347,0,,0.179481363
411,5020,1,2008-02-01 00:00:00.000,0.301943199
412,5347,2,2008-07-01 00:00:00.000,0.30941704
413,1786,2,2008-08-01 00:00:00.000,0.310911809
414,1305,0,,0.179481363
415,2569,1,,0.179481363
416,334,1,2008-08-01 00:00:00.000,0.310911809
417,3987,0,,0.179481363
418,5174,2,2008-07-01 00:00:00.000,0.30941704
419,250,0,,0.179481363
420,5422,0,,0.179481363
421,3734,1,,0.179481363
422,3812,1,2007-10-01 00:00:00.000,0.331838565
423,3250,2,2008-05-01 00:00:00.000,0.306427504
424,1166,0,,0.179481363
425,5532,0,,0.179481363
426,1383,1,2008-03-01 00:00:00.000,0.303437967
427,151,0,,0.179481363
428,237,2,2008-02-01 00:00:00.000,0.301943199
429,1128,1,,0.179481363
430,4524,1,2008-05-01 00:00:00.000,0.306427504
431,1538,0,,0.179481363
432,2052,2,2008-07-01 00:00:00.000,0.30941704
433,2862,2,2008-05-01 00:00:00.000,0.306427504
434,3649,0,,0.179481363
435,5425,2,2008-02-01 00:00:00.000,0.301943199
436,4216,2,2008-05-01 00:00:00.000,0.306427504
437,5190,2,2007-10-01 00:00:00.000,0.331838565
438,230,0,,0.179481363
439,5742,2,2007-09-01 00:00:00.000,0.330343797
440,6110,2,2007-12-01 00:00:00.000,0.334828102
441,1916,0,,0.179481363
442,5988,0,,0.179481363
443,3218,2,2008-03-01 00:00:00.000,0.303437967
444,3881,0,,0.179481363
445,4055,2,2007-12-01 00:00:00.000,0.334828102
446,5217,1,,0.179481363
447,3819,1,,0.179481363
448,1756,1,2008-07-01 00:00:00.000,0.30941704
449,1790,1,2007-09-01 00:00:00.000,0.330343797
450,5209,0,,0.179481363
451,5848,0,,0.179481363
452,1748,0,,0.179481363
453,3391,2,2008-01-01 00:00:00.000,0.30044843
454,5164,1,2008-08-01 00:00:00.000,0.310911809
455,4977,1,2008-05-01 00:00:00.000,0.306427504
456,5488,2,2008-04-01 00:00:00.000,0.304932735
457,2809,2,2008-07-01 00:00:00.000,0.30941704
458,3779,2,2008-04-01 00:00:00.000,0.304932735
459,5880,0,,0.179481363
460,5423,2,2007-07-01 00:00:00.000,0.32735426
461,1607,1,2008-08-01 00:00:00.000,0.310911809
462,2883,1,2008-01-01 00:00:00.000,0.30044843
463,5294,1,2008-05-01 00:00:00.000,0.306427504
464,5562,2,2008-04-01 00:00:00.000,0.304932735
465,1853,2,,0.179481363
466,1203,2,,0.179481363
467,3930,0,,0.179481363
468,131,2,2008-06-01 00:00:00.000,0.307922272
469,2620,2,2007-10-01 00:00:00.000,0.331838565
470,2989,1,,0.179481363
471,4479,1,2008-05-01 00:00:00.000,0.306427504
472,5555,0,,0.179481363
473,5387,3,,0.179481363
474,5096,2,2007-09-01 00:00:00.000,0.330343797
475,5179,0,,0.179481363
476,5267,1,,0.179481363
477,2803,1,2008-08-01 00:00:00.000,0.310911809
478,5115,2,2008-04-01 00:00:00.000,0.304932735
479,653,2,2008-08-01 00:00:00.000,0.310911809
480,2765,2,,0.179481363
481,5330,2,2008-01-01 00:00:00.000,0.30044843
482,2536,1,2008-02-01 00:00:00.000,0.301943199
483,6103,2,,0.179481363
484,145,1,2008-06-01 00:00:00.000,0.307922272
485,2108,1,2008-03-01 00:00:00.000,0.303437967
486,1195,1,2008-06-01 00:00:00.000,0.307922272
487,2967,1,2008-02-01 00:00:00.000,0.301943199
488,3106,2,2008-03-01 00:00:00.000,0.303437967
489,2844,0,,0.179481363
490,5007,0,,0.179481363
491,4088,1,,0.179481363
492,2053,2,,0.179481363
493,1407,0,,0.179481363
494,2489,0,,0.179481363
495,2121,0,,0.179481363
496,5564,0,,0.179481363
497,2149,2,2008-01-01 00:00:00.000,0.30044843
498,3879,2,2008-03-01 00:00:00.000,0.303437967
499,4140,0,,0.179481363
500,2290,1,2007-09-01 00:00:00.000,0.330343797
501,1240,0,,0.179481363
502,5032,1,2007-10-01 00:00:00.000,0.331838565
503,3361,1,2008-06-01 00:00:00.000,0.307922272
504,2183,0,,0.179481363
505,4985,2,2008-01-01 00:00:00.000,0.30044843
506,61,1,2008-04-01 00:00:00.000,0.304932735
507,659,1,2007-11-01 00:00:00.000,0.333333333
508,1922,1,2008-01-01 00:00:00.000,0.30044843
509,3426,2,2008-03-01 00:00:00.000,0.303437967
510,3952,0,,0.179481363
511,1221,0,,0.179481363
512,1727,0,,0.179481363
513,1009,0,,0.179481363
514,4530,2,2007-05-01 00:00:00.000,0.324364723
515,2741,0,,0.179481363
516,1100,1,2008-08-01 00:00:00.000,0.310911809
517,1609,0,,0.179481363
518,3890,2,2008-02-01 00:00:00.000,0.301943199
519,32,0,,0.179481363
520,4142,2,2007-12-01 00:00:00.000,0.334828102
521,4346,0,,0.179481363
522,3975,2,2008-07-01 00:00:00.000,0.30941704
523,5717,1,2008-03-01 00:00:00.000,0.303437967
524,3786,2,2007-12-01 00:00:00.000,0.334828102
525,263,0,,0.179481363
526,2733,2,2008-04-01 00:00:00.000,0.304932735
527,3892,2,2007-10-01 00:00:00.000,0.331838565
528,122,0,,0.179481363
529,2815,2,,0.179481363
530,1148,1,,0.179481363
531,1302,2,2008-03-01 00:00:00.000,0.303437967
532,1208,0,,0.179481363
533,2182,0,,0.179481363
534,4944,0,,0.179481363
535,3548,0,,0.179481363
536,5397,0,,0.179481363
537,3805,0,,0.179481363
538,5384,1,2008-06-01 00:00:00.000,0.307922272
539,5475,0,,0.179481363
540,5256,0,,0.179481363
541,5611,0,,0.179481363
542,630,2,2008-03-01 00:00:00.000,0.303437967
543,2355,0,,0.179481363
544,4584,1,,0.179481363
545,1898,1,2008-01-01 00:00:00.000,0.30044843
546,1798,0,,0.179481363
547,3785,1,,0.179481363
548,4008,0,,0.179481363
549,5734,0,,0.179481363
550,1433,1,2007-12-01 00:00:00.000,0.334828102
551,678,0,,0.179481363
552,4959,1,2008-08-01 00:00:00.000,0.310911809
553,266,1,2007-09-01 00:00:00.000,0.330343797
554,3154,0,,0.179481363
555,760,1,,0.179481363
556,1770,0,,0.179481363
557,3262,1,2007-09-01 00:00:00.000,0.330343797
558,4612,1,2007-10-01 00:00:00.000,0.331838565
559,2008,0,,0.179481363
560,5153,0,,0.179481363
561,4121,0,,0.179481363
562,1217,2,2007-12-01 00:00:00.000,0.334828102
563,2651,2,2008-04-01 00:00:00.000,0.304932735
564,1577,1,,0.179481363
565,1234,0,,0.179481363
566,4505,1,2008-07-01 00:00:00.000,0.30941704
567,1764,2,2008-05-01 00:00:00.000,0.306427504
568,3240,0,,0.179481363
569,5434,1,2008-08-01 00:00:00.000,0.310911809
570,4751,1,2007-12-01 00:00:00.000,0.334828102
571,1464,2,2008-01-01 00:00:00.000,0.30044843
572,2613,1,2008-02-01 00:00:00.000,0.301943199
573,4539,0,,0.179481363
574,225,1,2007-11-01 00:00:00.000,0.333333333
575,5945,2,,0.179481363
576,5381,0,,0.179481363
577,949,1,2008-02-01 00:00:00.000,0.301943199
578,785,0,,0.179481363
579,1200,1,,0.179481363
580,2776,2,2008-01-01 00:00:00.000,0.30044843
581,1452,1,2008-04-01 00:00:00.000,0.304932735
582,2870,2,2008-04-01 00:00:00.000,0.304932735
583,286,0,,0.179481363
584,2286,0,,0.179481363
585,5314,2,2008-07-01 00:00:00.000,0.30941704
586,4829,0,,0.179481363
587,831,0,,0.179481363
588,921,0,,0.179481363
589,4599,1,,0.179481363
590,2818,2,2008-05-01 00:00:00.000,0.306427504
591,5320,0,,0.179481363
592,2676,2,2008-03-01 00:00:00.000,0.303437967
593,1514,1,2008-05-01 00:00:00.000,0.306427504
594,5766,1,2008-04-01 00:00:00.000,0.304932735
595,490,0,,0.179481363
596,3354,0,,0.179481363
597,3365,2,,0.179481363
598,5791,1,,0.179481363
599,5751,2,,0.179481363
600,5687,1,,0.179481363
601,3993,0,,0.179481363
602,2443,0,,0.179481363
603,1120,2,2007-11-01 00:00:00.000,0.333333333
604,5062,2,2008-03-01 00:00:00.000,0.303437967
605,217,0,,0.179481363
606,2474,1,,0.179481363
607,2093,1,,0.179481363
608,728,2,2007-10-01 00:00:00.000,0.331838565
609,4875,2,2008-07-01 00:00:00.000,0.30941704
610,821,1,2008-07-01 00:00:00.000,0.30941704
611,2728,0,,0.179481363
612,2592,2,2008-07-01 00:00:00.000,0.30941704
613,5515,1,2008-01-01 00:00:00.000,0.30044843
614,4507,0,,0.179481363
615,9,1,2008-08-01 00:00:00.000,0.310911809
616,121,2,2008-02-01 00:00:00.000,0.301943199
617,2322,2,2008-05-01 00:00:00.000,0.306427504
618,839,0,,0.179481363
619,1596,2,,0.179481363
620,3976,0,,0.179481363
621,2485,1,,0.179481363
622,4749,1,2008-11-01 00:00:00.000,0.315396114
623,4587,2,,0.179481363
624,5484,1,2008-03-01 00:00:00.000,0.303437967
625,295,2,2008-07-01 00:00:00.000,0.30941704
626,3352,0,,0.179481363
627,562,0,,0.179481363
628,5093,0,,0.179481363
629,3792,0,,0.179481363
630,578,2,2008-05-01 00:00:00.000,0.306427504
631,2579,0,,0.179481363
632,2771,0,,0.179481363
633,3691,1,2008-03-01 00:00:00.000,0.303437967
634,3074,0,,0.179481363
635,5003,2,2008-02-01 00:00:00.000,0.301943199
636,4509,2,,0.179481363
637,1010,1,2008-02-01 00:00:00.000,0.301943199
638,3136,0,,0.179481363
639,4528,0,,0.179481363
640,793,2,2007-09-01 00:00:00.000,0.330343797
641,3736,2,2008-01-01 00:00:00.000,0.30044843
642,4957,2,2007-11-01 00:00:00.000,0.333333333
643,3370,1,,0.179481363
644,5828,2,,0.179481363
645,792,0,,0.179481363
646,5108,2,2007-09-01 00:00:00.000,0.330343797
647,2349,1,,0.179481363
648,2142,1,,0.179481363
649,6064,2,2007-09-01 00:00:00.000,0.330343797
650,4057,2,2007-12-01 00:00:00.000,0.334828102
651,2831,1,2008-01-01 00:00:00.000,0.30044843
652,2230,0,,0.179481363
653,1951,1,,0.179481363
654,1428,0,,0.179481363
655,570,0,,0.179481363
656,1163,0,,0.179481363
657,5786,2,2008-08-01 00:00:00.000,0.310911809
658,3124,0,,0.179481363
659,3509,1,2007-10-01 00:00:00.000,0.331838565
660,1111,1,2007-10-01 00:00:00.000,0.331838565
661,1237,0,,0.179481363
662,4960,0,,0.179481363
663,3400,2,2007-11-01 00:00:00.000,0.333333333
664,5439,1,2007-11-01 00:00:00.000,0.333333333
665,1650,2,2008-06-01 00:00:00.000,0.307922272
666,1640,0,,0.179481363
667,3550,0,,0.179481363
668,4115,1,2007-09-01 00:00:00.000,0.330343797
669,5100,0,,0.179481363
670,5133,2,,0.179481363
671,2957,1,2008-04-01 00:00:00.000,0.304932735
672,5513,2,2007-09-01 00:00:00.000,0.330343797
673,887,2,2008-08-01 00:00:00.000,0.310911809
674,4263,0,,0.179481363
675,1379,2,2007-01-01 00:00:00.000,0.31838565
676,2586,1,2008-04-01 00:00:00.000,0.304932735
677,2608,0,,0.179481363
678,108,2,2007-10-01 00:00:00.000,0.331838565
679,154,0,,0.179481363
680,5914,1,,0.179481363
681,3167,2,2008-03-01 00:00:00.000,0.303437967
682,2137,1,2004-02-01 00:00:00.000,0.373692078
683,376,0,,0.179481363
684,4077,0,,0.179481363
685,3886,2,2007-11-01 00:00:00.000,0.333333333
686,3114,0,,0.179481363
687,224,2,2007-11-01 00:00:00.000,0.333333333
